,exp_name,task_number,task_trained_on,model,lambda,accuracy
EWC_train37_eval16,exp1,16,37,EWC,0.4,19.0
naive_train38_eval16,exp1,16,38,naive,,37.5
foolish_train38_eval16,exp1,16,38,foolish,,46.5
EWC_train38_eval16,exp1,16,38,EWC,0.4,33.0
naive_train39_eval16,exp1,16,39,naive,,45.5
foolish_train39_eval16,exp1,16,39,foolish,,47.0
EWC_train39_eval16,exp1,16,39,EWC,0.4,60.5
naive_train40_eval16,exp1,16,40,naive,,61.0
foolish_train40_eval16,exp1,16,40,foolish,,51.5
EWC_train40_eval16,exp1,16,40,EWC,0.4,44.0
naive_train41_eval16,exp1,16,41,naive,,66.0
foolish_train41_eval16,exp1,16,41,foolish,,82.5
EWC_train41_eval16,exp1,16,41,EWC,0.4,38.0
naive_train42_eval16,exp1,16,42,naive,,38.5
foolish_train42_eval16,exp1,16,42,foolish,,46.5
EWC_train42_eval16,exp1,16,42,EWC,0.4,45.0
naive_train43_eval16,exp1,16,43,naive,,44.5
foolish_train43_eval16,exp1,16,43,foolish,,70.0
EWC_train43_eval16,exp1,16,43,EWC,0.4,31.5
naive_train44_eval16,exp1,16,44,naive,,46.0
foolish_train44_eval16,exp1,16,44,foolish,,49.0
EWC_train44_eval16,exp1,16,44,EWC,0.4,48.5
naive_train45_eval16,exp1,16,45,naive,,19.5
foolish_train45_eval16,exp1,16,45,foolish,,37.0
EWC_train45_eval16,exp1,16,45,EWC,0.4,16.5
naive_train46_eval16,exp1,16,46,naive,,53.0
foolish_train46_eval16,exp1,16,46,foolish,,48.5
EWC_train46_eval16,exp1,16,46,EWC,0.4,39.5
naive_train47_eval16,exp1,16,47,naive,,57.0
foolish_train47_eval16,exp1,16,47,foolish,,44.5
EWC_train47_eval16,exp1,16,47,EWC,0.4,32.0
naive_train48_eval16,exp1,16,48,naive,,69.5
foolish_train48_eval16,exp1,16,48,foolish,,51.0
EWC_train48_eval16,exp1,16,48,EWC,0.4,26.5
naive_train49_eval16,exp1,16,49,naive,,72.5
foolish_train49_eval16,exp1,16,49,foolish,,74.0
EWC_train49_eval16,exp1,16,49,EWC,0.4,64.0
naive_train17_eval17,exp1,17,17,naive,,87.5
foolish_train17_eval17,exp1,17,17,foolish,,89.5
EWC_train17_eval17,exp1,17,17,EWC,0.4,81.5
naive_train18_eval17,exp1,17,18,naive,,53.5
foolish_train18_eval17,exp1,17,18,foolish,,53.5
EWC_train18_eval17,exp1,17,18,EWC,0.4,56.5
naive_train19_eval17,exp1,17,19,naive,,47.5
foolish_train19_eval17,exp1,17,19,foolish,,36.0
EWC_train19_eval17,exp1,17,19,EWC,0.4,59.5
naive_train20_eval17,exp1,17,20,naive,,44.5
foolish_train20_eval17,exp1,17,20,foolish,,55.5
EWC_train20_eval17,exp1,17,20,EWC,0.4,59.5
naive_train21_eval17,exp1,17,21,naive,,58.0
foolish_train21_eval17,exp1,17,21,foolish,,55.0
EWC_train21_eval17,exp1,17,21,EWC,0.4,59.0
naive_train22_eval17,exp1,17,22,naive,,52.0
foolish_train22_eval17,exp1,17,22,foolish,,56.5
EWC_train22_eval17,exp1,17,22,EWC,0.4,62.5
naive_train23_eval17,exp1,17,23,naive,,52.0
foolish_train23_eval17,exp1,17,23,foolish,,47.0
EWC_train23_eval17,exp1,17,23,EWC,0.4,48.5
naive_train24_eval17,exp1,17,24,naive,,48.5
foolish_train24_eval17,exp1,17,24,foolish,,28.5
EWC_train24_eval17,exp1,17,24,EWC,0.4,49.5
naive_train25_eval17,exp1,17,25,naive,,51.0
foolish_train25_eval17,exp1,17,25,foolish,,54.0
EWC_train25_eval17,exp1,17,25,EWC,0.4,53.0
naive_train26_eval17,exp1,17,26,naive,,62.0
foolish_train26_eval17,exp1,17,26,foolish,,45.5
EWC_train26_eval17,exp1,17,26,EWC,0.4,69.0
naive_train27_eval17,exp1,17,27,naive,,50.0
foolish_train27_eval17,exp1,17,27,foolish,,49.5
EWC_train27_eval17,exp1,17,27,EWC,0.4,52.0
naive_train28_eval17,exp1,17,28,naive,,45.0
foolish_train28_eval17,exp1,17,28,foolish,,27.5
EWC_train28_eval17,exp1,17,28,EWC,0.4,52.5
naive_train29_eval17,exp1,17,29,naive,,43.0
foolish_train29_eval17,exp1,17,29,foolish,,41.0
EWC_train29_eval17,exp1,17,29,EWC,0.4,53.0
naive_train30_eval17,exp1,17,30,naive,,35.0
foolish_train30_eval17,exp1,17,30,foolish,,33.5
EWC_train30_eval17,exp1,17,30,EWC,0.4,44.5
naive_train31_eval17,exp1,17,31,naive,,59.5
foolish_train31_eval17,exp1,17,31,foolish,,54.0
EWC_train31_eval17,exp1,17,31,EWC,0.4,53.5
naive_train32_eval17,exp1,17,32,naive,,42.0
foolish_train32_eval17,exp1,17,32,foolish,,36.0
EWC_train32_eval17,exp1,17,32,EWC,0.4,49.5
naive_train33_eval17,exp1,17,33,naive,,42.5
foolish_train33_eval17,exp1,17,33,foolish,,35.0
EWC_train33_eval17,exp1,17,33,EWC,0.4,37.0
naive_train34_eval17,exp1,17,34,naive,,49.5
foolish_train34_eval17,exp1,17,34,foolish,,42.0
EWC_train34_eval17,exp1,17,34,EWC,0.4,45.5
naive_train35_eval17,exp1,17,35,naive,,49.0
foolish_train35_eval17,exp1,17,35,foolish,,59.0
EWC_train35_eval17,exp1,17,35,EWC,0.4,58.5
naive_train36_eval17,exp1,17,36,naive,,54.0
foolish_train36_eval17,exp1,17,36,foolish,,65.5
EWC_train36_eval17,exp1,17,36,EWC,0.4,57.0
naive_train37_eval17,exp1,17,37,naive,,45.5
foolish_train37_eval17,exp1,17,37,foolish,,41.5
EWC_train37_eval17,exp1,17,37,EWC,0.4,50.5
naive_train38_eval17,exp1,17,38,naive,,67.5
foolish_train38_eval17,exp1,17,38,foolish,,64.5
EWC_train38_eval17,exp1,17,38,EWC,0.4,57.0
naive_train39_eval17,exp1,17,39,naive,,46.0
foolish_train39_eval17,exp1,17,39,foolish,,41.5
EWC_train39_eval17,exp1,17,39,EWC,0.4,50.5
naive_train40_eval17,exp1,17,40,naive,,39.0
foolish_train40_eval17,exp1,17,40,foolish,,47.0
EWC_train40_eval17,exp1,17,40,EWC,0.4,52.0
naive_train41_eval17,exp1,17,41,naive,,47.5
foolish_train41_eval17,exp1,17,41,foolish,,53.5
EWC_train41_eval17,exp1,17,41,EWC,0.4,53.5
naive_train42_eval17,exp1,17,42,naive,,45.5
foolish_train42_eval17,exp1,17,42,foolish,,49.0
EWC_train42_eval17,exp1,17,42,EWC,0.4,54.5
