,exp_name,task_number,task_trained_on,model,lambda,accuracy
naive_train76_eval23,exp1,23,76,naive,,83.0
foolish_train76_eval23,exp1,23,76,foolish,,82.5
EWC_train76_eval23,exp1,23,76,EWC,0.4,75.5
naive_train77_eval23,exp1,23,77,naive,,81.0
foolish_train77_eval23,exp1,23,77,foolish,,76.5
EWC_train77_eval23,exp1,23,77,EWC,0.4,77.5
naive_train78_eval23,exp1,23,78,naive,,41.0
foolish_train78_eval23,exp1,23,78,foolish,,45.5
EWC_train78_eval23,exp1,23,78,EWC,0.4,61.0
naive_train79_eval23,exp1,23,79,naive,,40.5
foolish_train79_eval23,exp1,23,79,foolish,,49.0
EWC_train79_eval23,exp1,23,79,EWC,0.4,57.5
naive_train80_eval23,exp1,23,80,naive,,37.0
foolish_train80_eval23,exp1,23,80,foolish,,46.0
EWC_train80_eval23,exp1,23,80,EWC,0.4,65.5
naive_train81_eval23,exp1,23,81,naive,,43.5
foolish_train81_eval23,exp1,23,81,foolish,,48.0
EWC_train81_eval23,exp1,23,81,EWC,0.4,60.0
naive_train82_eval23,exp1,23,82,naive,,31.5
foolish_train82_eval23,exp1,23,82,foolish,,58.0
EWC_train82_eval23,exp1,23,82,EWC,0.4,67.0
naive_train83_eval23,exp1,23,83,naive,,68.0
foolish_train83_eval23,exp1,23,83,foolish,,67.0
EWC_train83_eval23,exp1,23,83,EWC,0.4,71.5
naive_train84_eval23,exp1,23,84,naive,,66.0
foolish_train84_eval23,exp1,23,84,foolish,,62.0
EWC_train84_eval23,exp1,23,84,EWC,0.4,67.5
naive_train85_eval23,exp1,23,85,naive,,20.5
foolish_train85_eval23,exp1,23,85,foolish,,9.5
EWC_train85_eval23,exp1,23,85,EWC,0.4,45.0
naive_train86_eval23,exp1,23,86,naive,,32.0
foolish_train86_eval23,exp1,23,86,foolish,,35.0
EWC_train86_eval23,exp1,23,86,EWC,0.4,54.0
naive_train87_eval23,exp1,23,87,naive,,15.5
foolish_train87_eval23,exp1,23,87,foolish,,20.5
EWC_train87_eval23,exp1,23,87,EWC,0.4,50.5
naive_train88_eval23,exp1,23,88,naive,,86.0
foolish_train88_eval23,exp1,23,88,foolish,,78.5
EWC_train88_eval23,exp1,23,88,EWC,0.4,76.0
naive_train89_eval23,exp1,23,89,naive,,71.5
foolish_train89_eval23,exp1,23,89,foolish,,43.0
EWC_train89_eval23,exp1,23,89,EWC,0.4,58.5
naive_train90_eval23,exp1,23,90,naive,,43.5
foolish_train90_eval23,exp1,23,90,foolish,,56.5
EWC_train90_eval23,exp1,23,90,EWC,0.4,60.5
naive_train91_eval23,exp1,23,91,naive,,53.0
foolish_train91_eval23,exp1,23,91,foolish,,62.5
EWC_train91_eval23,exp1,23,91,EWC,0.4,61.0
naive_train92_eval23,exp1,23,92,naive,,39.5
foolish_train92_eval23,exp1,23,92,foolish,,43.5
EWC_train92_eval23,exp1,23,92,EWC,0.4,53.0
naive_train93_eval23,exp1,23,93,naive,,74.0
foolish_train93_eval23,exp1,23,93,foolish,,40.5
EWC_train93_eval23,exp1,23,93,EWC,0.4,56.5
naive_train94_eval23,exp1,23,94,naive,,47.5
foolish_train94_eval23,exp1,23,94,foolish,,37.5
EWC_train94_eval23,exp1,23,94,EWC,0.4,55.5
naive_train95_eval23,exp1,23,95,naive,,91.5
foolish_train95_eval23,exp1,23,95,foolish,,89.0
EWC_train95_eval23,exp1,23,95,EWC,0.4,76.0
naive_train96_eval23,exp1,23,96,naive,,45.5
foolish_train96_eval23,exp1,23,96,foolish,,57.0
EWC_train96_eval23,exp1,23,96,EWC,0.4,66.5
naive_train97_eval23,exp1,23,97,naive,,38.5
foolish_train97_eval23,exp1,23,97,foolish,,40.0
EWC_train97_eval23,exp1,23,97,EWC,0.4,55.5
naive_train98_eval23,exp1,23,98,naive,,52.0
foolish_train98_eval23,exp1,23,98,foolish,,74.0
EWC_train98_eval23,exp1,23,98,EWC,0.4,62.5
naive_train99_eval23,exp1,23,99,naive,,78.0
foolish_train99_eval23,exp1,23,99,foolish,,81.5
EWC_train99_eval23,exp1,23,99,EWC,0.4,75.5
naive_train24_eval24,exp1,24,24,naive,,73.0
foolish_train24_eval24,exp1,24,24,foolish,,77.5
EWC_train24_eval24,exp1,24,24,EWC,0.4,65.0
naive_train25_eval24,exp1,24,25,naive,,41.0
foolish_train25_eval24,exp1,24,25,foolish,,43.0
EWC_train25_eval24,exp1,24,25,EWC,0.4,52.0
naive_train26_eval24,exp1,24,26,naive,,61.0
foolish_train26_eval24,exp1,24,26,foolish,,50.5
EWC_train26_eval24,exp1,24,26,EWC,0.4,54.5
naive_train27_eval24,exp1,24,27,naive,,48.5
foolish_train27_eval24,exp1,24,27,foolish,,46.5
EWC_train27_eval24,exp1,24,27,EWC,0.4,41.5
naive_train28_eval24,exp1,24,28,naive,,50.0
foolish_train28_eval24,exp1,24,28,foolish,,48.0
EWC_train28_eval24,exp1,24,28,EWC,0.4,51.5
naive_train29_eval24,exp1,24,29,naive,,45.5
foolish_train29_eval24,exp1,24,29,foolish,,59.0
EWC_train29_eval24,exp1,24,29,EWC,0.4,47.5
naive_train30_eval24,exp1,24,30,naive,,53.0
foolish_train30_eval24,exp1,24,30,foolish,,59.0
EWC_train30_eval24,exp1,24,30,EWC,0.4,50.5
naive_train31_eval24,exp1,24,31,naive,,50.0
foolish_train31_eval24,exp1,24,31,foolish,,38.5
EWC_train31_eval24,exp1,24,31,EWC,0.4,47.5
naive_train32_eval24,exp1,24,32,naive,,46.0
foolish_train32_eval24,exp1,24,32,foolish,,50.0
EWC_train32_eval24,exp1,24,32,EWC,0.4,49.5
naive_train33_eval24,exp1,24,33,naive,,53.5
foolish_train33_eval24,exp1,24,33,foolish,,63.5
EWC_train33_eval24,exp1,24,33,EWC,0.4,56.5
naive_train34_eval24,exp1,24,34,naive,,39.0
foolish_train34_eval24,exp1,24,34,foolish,,38.0
EWC_train34_eval24,exp1,24,34,EWC,0.4,36.0
naive_train35_eval24,exp1,24,35,naive,,64.0
foolish_train35_eval24,exp1,24,35,foolish,,63.5
EWC_train35_eval24,exp1,24,35,EWC,0.4,59.0
naive_train36_eval24,exp1,24,36,naive,,49.5
foolish_train36_eval24,exp1,24,36,foolish,,47.0
EWC_train36_eval24,exp1,24,36,EWC,0.4,54.5
naive_train37_eval24,exp1,24,37,naive,,54.5
foolish_train37_eval24,exp1,24,37,foolish,,47.5
EWC_train37_eval24,exp1,24,37,EWC,0.4,52.0
naive_train38_eval24,exp1,24,38,naive,,64.0
foolish_train38_eval24,exp1,24,38,foolish,,60.5
EWC_train38_eval24,exp1,24,38,EWC,0.4,62.0
naive_train39_eval24,exp1,24,39,naive,,46.5
foolish_train39_eval24,exp1,24,39,foolish,,59.0
EWC_train39_eval24,exp1,24,39,EWC,0.4,46.0
naive_train40_eval24,exp1,24,40,naive,,48.5
foolish_train40_eval24,exp1,24,40,foolish,,65.0
EWC_train40_eval24,exp1,24,40,EWC,0.4,54.0
naive_train41_eval24,exp1,24,41,naive,,48.5
foolish_train41_eval24,exp1,24,41,foolish,,39.0
EWC_train41_eval24,exp1,24,41,EWC,0.4,50.0
naive_train42_eval24,exp1,24,42,naive,,49.5
foolish_train42_eval24,exp1,24,42,foolish,,49.0
EWC_train42_eval24,exp1,24,42,EWC,0.4,55.0
naive_train43_eval24,exp1,24,43,naive,,56.5
foolish_train43_eval24,exp1,24,43,foolish,,66.5
EWC_train43_eval24,exp1,24,43,EWC,0.4,55.0
naive_train44_eval24,exp1,24,44,naive,,59.0
foolish_train44_eval24,exp1,24,44,foolish,,60.0
EWC_train44_eval24,exp1,24,44,EWC,0.4,56.5
naive_train45_eval24,exp1,24,45,naive,,67.0
foolish_train45_eval24,exp1,24,45,foolish,,67.0
EWC_train45_eval24,exp1,24,45,EWC,0.4,61.0
naive_train46_eval24,exp1,24,46,naive,,37.0
foolish_train46_eval24,exp1,24,46,foolish,,38.0
EWC_train46_eval24,exp1,24,46,EWC,0.4,45.0
naive_train47_eval24,exp1,24,47,naive,,49.0
foolish_train47_eval24,exp1,24,47,foolish,,43.5
EWC_train47_eval24,exp1,24,47,EWC,0.4,55.0
naive_train48_eval24,exp1,24,48,naive,,55.0
foolish_train48_eval24,exp1,24,48,foolish,,47.0
EWC_train48_eval24,exp1,24,48,EWC,0.4,57.5
naive_train49_eval24,exp1,24,49,naive,,54.5
foolish_train49_eval24,exp1,24,49,foolish,,53.5
EWC_train49_eval24,exp1,24,49,EWC,0.4,51.0
naive_train50_eval24,exp1,24,50,naive,,38.0
foolish_train50_eval24,exp1,24,50,foolish,,57.5
EWC_train50_eval24,exp1,24,50,EWC,0.4,49.5
naive_train51_eval24,exp1,24,51,naive,,66.5
foolish_train51_eval24,exp1,24,51,foolish,,63.0
EWC_train51_eval24,exp1,24,51,EWC,0.4,58.0
naive_train52_eval24,exp1,24,52,naive,,43.5
foolish_train52_eval24,exp1,24,52,foolish,,54.0
EWC_train52_eval24,exp1,24,52,EWC,0.4,47.0
naive_train53_eval24,exp1,24,53,naive,,45.0
foolish_train53_eval24,exp1,24,53,foolish,,56.5
EWC_train53_eval24,exp1,24,53,EWC,0.4,50.5
naive_train54_eval24,exp1,24,54,naive,,38.0
foolish_train54_eval24,exp1,24,54,foolish,,38.5
EWC_train54_eval24,exp1,24,54,EWC,0.4,51.0
naive_train55_eval24,exp1,24,55,naive,,29.0
foolish_train55_eval24,exp1,24,55,foolish,,36.0
EWC_train55_eval24,exp1,24,55,EWC,0.4,47.5
naive_train56_eval24,exp1,24,56,naive,,51.0
foolish_train56_eval24,exp1,24,56,foolish,,58.0
EWC_train56_eval24,exp1,24,56,EWC,0.4,48.5
naive_train57_eval24,exp1,24,57,naive,,38.5
foolish_train57_eval24,exp1,24,57,foolish,,45.0
EWC_train57_eval24,exp1,24,57,EWC,0.4,50.0
naive_train58_eval24,exp1,24,58,naive,,50.0
foolish_train58_eval24,exp1,24,58,foolish,,40.5
EWC_train58_eval24,exp1,24,58,EWC,0.4,49.5
naive_train59_eval24,exp1,24,59,naive,,41.0
foolish_train59_eval24,exp1,24,59,foolish,,43.5
EWC_train59_eval24,exp1,24,59,EWC,0.4,48.5
naive_train60_eval24,exp1,24,60,naive,,57.5
foolish_train60_eval24,exp1,24,60,foolish,,63.0
EWC_train60_eval24,exp1,24,60,EWC,0.4,63.5
naive_train61_eval24,exp1,24,61,naive,,64.0
foolish_train61_eval24,exp1,24,61,foolish,,52.5
EWC_train61_eval24,exp1,24,61,EWC,0.4,56.0
naive_train62_eval24,exp1,24,62,naive,,43.5
foolish_train62_eval24,exp1,24,62,foolish,,51.5
EWC_train62_eval24,exp1,24,62,EWC,0.4,49.0
naive_train63_eval24,exp1,24,63,naive,,40.5
foolish_train63_eval24,exp1,24,63,foolish,,42.5
EWC_train63_eval24,exp1,24,63,EWC,0.4,46.0
naive_train64_eval24,exp1,24,64,naive,,56.0
foolish_train64_eval24,exp1,24,64,foolish,,64.0
EWC_train64_eval24,exp1,24,64,EWC,0.4,53.5
naive_train65_eval24,exp1,24,65,naive,,53.0
foolish_train65_eval24,exp1,24,65,foolish,,59.5
EWC_train65_eval24,exp1,24,65,EWC,0.4,57.5
naive_train66_eval24,exp1,24,66,naive,,54.0
foolish_train66_eval24,exp1,24,66,foolish,,45.0
EWC_train66_eval24,exp1,24,66,EWC,0.4,56.5
naive_train67_eval24,exp1,24,67,naive,,53.5
foolish_train67_eval24,exp1,24,67,foolish,,41.5
EWC_train67_eval24,exp1,24,67,EWC,0.4,51.0
naive_train68_eval24,exp1,24,68,naive,,60.0
foolish_train68_eval24,exp1,24,68,foolish,,57.0
EWC_train68_eval24,exp1,24,68,EWC,0.4,53.5
naive_train69_eval24,exp1,24,69,naive,,43.0
foolish_train69_eval24,exp1,24,69,foolish,,37.0
EWC_train69_eval24,exp1,24,69,EWC,0.4,49.5
naive_train70_eval24,exp1,24,70,naive,,54.0
foolish_train70_eval24,exp1,24,70,foolish,,48.5
EWC_train70_eval24,exp1,24,70,EWC,0.4,47.5
naive_train71_eval24,exp1,24,71,naive,,51.0
foolish_train71_eval24,exp1,24,71,foolish,,50.5
EWC_train71_eval24,exp1,24,71,EWC,0.4,50.5
naive_train72_eval24,exp1,24,72,naive,,59.0
foolish_train72_eval24,exp1,24,72,foolish,,65.0
EWC_train72_eval24,exp1,24,72,EWC,0.4,52.5
naive_train73_eval24,exp1,24,73,naive,,53.5
foolish_train73_eval24,exp1,24,73,foolish,,55.5
EWC_train73_eval24,exp1,24,73,EWC,0.4,50.0
naive_train74_eval24,exp1,24,74,naive,,42.0
foolish_train74_eval24,exp1,24,74,foolish,,61.5
EWC_train74_eval24,exp1,24,74,EWC,0.4,56.0
naive_train75_eval24,exp1,24,75,naive,,37.5
foolish_train75_eval24,exp1,24,75,foolish,,40.0
EWC_train75_eval24,exp1,24,75,EWC,0.4,48.5
naive_train76_eval24,exp1,24,76,naive,,64.5
foolish_train76_eval24,exp1,24,76,foolish,,61.5
EWC_train76_eval24,exp1,24,76,EWC,0.4,58.5
naive_train77_eval24,exp1,24,77,naive,,62.0
foolish_train77_eval24,exp1,24,77,foolish,,61.0
EWC_train77_eval24,exp1,24,77,EWC,0.4,60.5
naive_train78_eval24,exp1,24,78,naive,,53.0
foolish_train78_eval24,exp1,24,78,foolish,,44.5
EWC_train78_eval24,exp1,24,78,EWC,0.4,54.5
naive_train79_eval24,exp1,24,79,naive,,23.0
foolish_train79_eval24,exp1,24,79,foolish,,33.0
EWC_train79_eval24,exp1,24,79,EWC,0.4,46.0
naive_train80_eval24,exp1,24,80,naive,,31.5
foolish_train80_eval24,exp1,24,80,foolish,,45.5
EWC_train80_eval24,exp1,24,80,EWC,0.4,55.0
naive_train81_eval24,exp1,24,81,naive,,51.5
foolish_train81_eval24,exp1,24,81,foolish,,68.0
EWC_train81_eval24,exp1,24,81,EWC,0.4,57.5
naive_train82_eval24,exp1,24,82,naive,,49.5
foolish_train82_eval24,exp1,24,82,foolish,,60.5
EWC_train82_eval24,exp1,24,82,EWC,0.4,55.0
naive_train83_eval24,exp1,24,83,naive,,69.0
foolish_train83_eval24,exp1,24,83,foolish,,66.5
EWC_train83_eval24,exp1,24,83,EWC,0.4,57.0
naive_train84_eval24,exp1,24,84,naive,,66.5
foolish_train84_eval24,exp1,24,84,foolish,,60.0
EWC_train84_eval24,exp1,24,84,EWC,0.4,55.0
naive_train85_eval24,exp1,24,85,naive,,45.5
foolish_train85_eval24,exp1,24,85,foolish,,38.5
EWC_train85_eval24,exp1,24,85,EWC,0.4,47.5
naive_train86_eval24,exp1,24,86,naive,,33.5
foolish_train86_eval24,exp1,24,86,foolish,,35.5
EWC_train86_eval24,exp1,24,86,EWC,0.4,49.0
naive_train87_eval24,exp1,24,87,naive,,39.5
foolish_train87_eval24,exp1,24,87,foolish,,38.5
EWC_train87_eval24,exp1,24,87,EWC,0.4,51.0
naive_train88_eval24,exp1,24,88,naive,,62.0
foolish_train88_eval24,exp1,24,88,foolish,,69.0
EWC_train88_eval24,exp1,24,88,EWC,0.4,58.5
naive_train89_eval24,exp1,24,89,naive,,54.5
foolish_train89_eval24,exp1,24,89,foolish,,45.0
EWC_train89_eval24,exp1,24,89,EWC,0.4,53.0
naive_train90_eval24,exp1,24,90,naive,,44.0
foolish_train90_eval24,exp1,24,90,foolish,,46.5
EWC_train90_eval24,exp1,24,90,EWC,0.4,48.0
naive_train91_eval24,exp1,24,91,naive,,53.5
foolish_train91_eval24,exp1,24,91,foolish,,46.5
EWC_train91_eval24,exp1,24,91,EWC,0.4,52.0
naive_train92_eval24,exp1,24,92,naive,,42.5
foolish_train92_eval24,exp1,24,92,foolish,,43.0
EWC_train92_eval24,exp1,24,92,EWC,0.4,47.5
naive_train93_eval24,exp1,24,93,naive,,46.0
foolish_train93_eval24,exp1,24,93,foolish,,41.0
EWC_train93_eval24,exp1,24,93,EWC,0.4,50.5
naive_train94_eval24,exp1,24,94,naive,,45.5
foolish_train94_eval24,exp1,24,94,foolish,,47.0
EWC_train94_eval24,exp1,24,94,EWC,0.4,53.0
naive_train95_eval24,exp1,24,95,naive,,62.0
foolish_train95_eval24,exp1,24,95,foolish,,60.0
EWC_train95_eval24,exp1,24,95,EWC,0.4,56.5
naive_train96_eval24,exp1,24,96,naive,,48.0
foolish_train96_eval24,exp1,24,96,foolish,,46.5
EWC_train96_eval24,exp1,24,96,EWC,0.4,53.0
naive_train97_eval24,exp1,24,97,naive,,58.0
foolish_train97_eval24,exp1,24,97,foolish,,64.0
EWC_train97_eval24,exp1,24,97,EWC,0.4,55.0
naive_train98_eval24,exp1,24,98,naive,,57.0
foolish_train98_eval24,exp1,24,98,foolish,,52.5
EWC_train98_eval24,exp1,24,98,EWC,0.4,55.5
naive_train99_eval24,exp1,24,99,naive,,56.0
foolish_train99_eval24,exp1,24,99,foolish,,58.0
EWC_train99_eval24,exp1,24,99,EWC,0.4,58.5
naive_train25_eval25,exp1,25,25,naive,,67.5
foolish_train25_eval25,exp1,25,25,foolish,,80.0
EWC_train25_eval25,exp1,25,25,EWC,0.4,49.0
naive_train26_eval25,exp1,25,26,naive,,49.0
foolish_train26_eval25,exp1,25,26,foolish,,42.5
EWC_train26_eval25,exp1,25,26,EWC,0.4,47.5
naive_train27_eval25,exp1,25,27,naive,,49.5
foolish_train27_eval25,exp1,25,27,foolish,,50.5
EWC_train27_eval25,exp1,25,27,EWC,0.4,54.5
naive_train28_eval25,exp1,25,28,naive,,51.0
foolish_train28_eval25,exp1,25,28,foolish,,57.0
EWC_train28_eval25,exp1,25,28,EWC,0.4,58.5
naive_train29_eval25,exp1,25,29,naive,,54.0
foolish_train29_eval25,exp1,25,29,foolish,,48.5
EWC_train29_eval25,exp1,25,29,EWC,0.4,43.0
naive_train30_eval25,exp1,25,30,naive,,48.0
foolish_train30_eval25,exp1,25,30,foolish,,46.5
EWC_train30_eval25,exp1,25,30,EWC,0.4,53.5
naive_train31_eval25,exp1,25,31,naive,,52.5
foolish_train31_eval25,exp1,25,31,foolish,,50.5
EWC_train31_eval25,exp1,25,31,EWC,0.4,46.0
naive_train32_eval25,exp1,25,32,naive,,52.0
foolish_train32_eval25,exp1,25,32,foolish,,41.5
EWC_train32_eval25,exp1,25,32,EWC,0.4,55.0
naive_train33_eval25,exp1,25,33,naive,,52.0
foolish_train33_eval25,exp1,25,33,foolish,,46.5
EWC_train33_eval25,exp1,25,33,EWC,0.4,58.5
naive_train34_eval25,exp1,25,34,naive,,49.0
foolish_train34_eval25,exp1,25,34,foolish,,49.5
EWC_train34_eval25,exp1,25,34,EWC,0.4,56.0
naive_train35_eval25,exp1,25,35,naive,,42.5
foolish_train35_eval25,exp1,25,35,foolish,,36.0
EWC_train35_eval25,exp1,25,35,EWC,0.4,43.5
naive_train36_eval25,exp1,25,36,naive,,49.5
foolish_train36_eval25,exp1,25,36,foolish,,53.5
EWC_train36_eval25,exp1,25,36,EWC,0.4,40.5
naive_train37_eval25,exp1,25,37,naive,,51.0
foolish_train37_eval25,exp1,25,37,foolish,,44.0
EWC_train37_eval25,exp1,25,37,EWC,0.4,53.5
naive_train38_eval25,exp1,25,38,naive,,49.0
foolish_train38_eval25,exp1,25,38,foolish,,48.5
EWC_train38_eval25,exp1,25,38,EWC,0.4,40.0
naive_train39_eval25,exp1,25,39,naive,,50.5
foolish_train39_eval25,exp1,25,39,foolish,,50.5
EWC_train39_eval25,exp1,25,39,EWC,0.4,50.5
naive_train40_eval25,exp1,25,40,naive,,48.5
foolish_train40_eval25,exp1,25,40,foolish,,38.5
EWC_train40_eval25,exp1,25,40,EWC,0.4,47.0
naive_train41_eval25,exp1,25,41,naive,,46.5
foolish_train41_eval25,exp1,25,41,foolish,,52.0
EWC_train41_eval25,exp1,25,41,EWC,0.4,49.5
naive_train42_eval25,exp1,25,42,naive,,56.0
foolish_train42_eval25,exp1,25,42,foolish,,63.0
EWC_train42_eval25,exp1,25,42,EWC,0.4,49.5
naive_train43_eval25,exp1,25,43,naive,,43.5
foolish_train43_eval25,exp1,25,43,foolish,,27.5
EWC_train43_eval25,exp1,25,43,EWC,0.4,46.5
naive_train44_eval25,exp1,25,44,naive,,45.5
foolish_train44_eval25,exp1,25,44,foolish,,50.5
EWC_train44_eval25,exp1,25,44,EWC,0.4,44.0
naive_train45_eval25,exp1,25,45,naive,,43.5
foolish_train45_eval25,exp1,25,45,foolish,,46.0
EWC_train45_eval25,exp1,25,45,EWC,0.4,48.0
naive_train46_eval25,exp1,25,46,naive,,74.5
foolish_train46_eval25,exp1,25,46,foolish,,69.0
EWC_train46_eval25,exp1,25,46,EWC,0.4,62.5
naive_train47_eval25,exp1,25,47,naive,,67.5
foolish_train47_eval25,exp1,25,47,foolish,,65.0
EWC_train47_eval25,exp1,25,47,EWC,0.4,51.5
naive_train48_eval25,exp1,25,48,naive,,64.5
foolish_train48_eval25,exp1,25,48,foolish,,55.5
EWC_train48_eval25,exp1,25,48,EWC,0.4,51.0
naive_train49_eval25,exp1,25,49,naive,,49.0
foolish_train49_eval25,exp1,25,49,foolish,,47.0
EWC_train49_eval25,exp1,25,49,EWC,0.4,50.0
naive_train50_eval25,exp1,25,50,naive,,52.5
foolish_train50_eval25,exp1,25,50,foolish,,42.5
EWC_train50_eval25,exp1,25,50,EWC,0.4,53.5
naive_train51_eval25,exp1,25,51,naive,,55.5
foolish_train51_eval25,exp1,25,51,foolish,,48.5
EWC_train51_eval25,exp1,25,51,EWC,0.4,49.5
naive_train52_eval25,exp1,25,52,naive,,45.0
foolish_train52_eval25,exp1,25,52,foolish,,54.0
EWC_train52_eval25,exp1,25,52,EWC,0.4,56.5
naive_train53_eval25,exp1,25,53,naive,,50.5
foolish_train53_eval25,exp1,25,53,foolish,,58.5
EWC_train53_eval25,exp1,25,53,EWC,0.4,50.0
naive_train54_eval25,exp1,25,54,naive,,52.0
foolish_train54_eval25,exp1,25,54,foolish,,67.5
EWC_train54_eval25,exp1,25,54,EWC,0.4,56.5
naive_train55_eval25,exp1,25,55,naive,,55.0
foolish_train55_eval25,exp1,25,55,foolish,,58.0
EWC_train55_eval25,exp1,25,55,EWC,0.4,60.5
naive_train56_eval25,exp1,25,56,naive,,49.5
foolish_train56_eval25,exp1,25,56,foolish,,52.0
EWC_train56_eval25,exp1,25,56,EWC,0.4,56.5
naive_train57_eval25,exp1,25,57,naive,,44.5
foolish_train57_eval25,exp1,25,57,foolish,,49.5
EWC_train57_eval25,exp1,25,57,EWC,0.4,55.0
naive_train58_eval25,exp1,25,58,naive,,48.5
foolish_train58_eval25,exp1,25,58,foolish,,39.5
EWC_train58_eval25,exp1,25,58,EWC,0.4,51.0
naive_train59_eval25,exp1,25,59,naive,,41.0
foolish_train59_eval25,exp1,25,59,foolish,,48.0
EWC_train59_eval25,exp1,25,59,EWC,0.4,53.0
naive_train60_eval25,exp1,25,60,naive,,49.5
foolish_train60_eval25,exp1,25,60,foolish,,49.0
EWC_train60_eval25,exp1,25,60,EWC,0.4,52.5
naive_train61_eval25,exp1,25,61,naive,,45.5
foolish_train61_eval25,exp1,25,61,foolish,,33.0
EWC_train61_eval25,exp1,25,61,EWC,0.4,48.5
naive_train62_eval25,exp1,25,62,naive,,52.5
foolish_train62_eval25,exp1,25,62,foolish,,52.0
EWC_train62_eval25,exp1,25,62,EWC,0.4,52.0
naive_train63_eval25,exp1,25,63,naive,,61.0
foolish_train63_eval25,exp1,25,63,foolish,,64.0
EWC_train63_eval25,exp1,25,63,EWC,0.4,55.5
naive_train64_eval25,exp1,25,64,naive,,51.5
foolish_train64_eval25,exp1,25,64,foolish,,64.5
EWC_train64_eval25,exp1,25,64,EWC,0.4,50.5
naive_train65_eval25,exp1,25,65,naive,,49.5
foolish_train65_eval25,exp1,25,65,foolish,,50.5
EWC_train65_eval25,exp1,25,65,EWC,0.4,51.5
naive_train66_eval25,exp1,25,66,naive,,49.5
foolish_train66_eval25,exp1,25,66,foolish,,53.5
EWC_train66_eval25,exp1,25,66,EWC,0.4,50.5
naive_train67_eval25,exp1,25,67,naive,,54.0
foolish_train67_eval25,exp1,25,67,foolish,,62.5
EWC_train67_eval25,exp1,25,67,EWC,0.4,46.5
naive_train68_eval25,exp1,25,68,naive,,55.5
foolish_train68_eval25,exp1,25,68,foolish,,50.0
EWC_train68_eval25,exp1,25,68,EWC,0.4,51.0
naive_train69_eval25,exp1,25,69,naive,,47.0
foolish_train69_eval25,exp1,25,69,foolish,,51.0
EWC_train69_eval25,exp1,25,69,EWC,0.4,50.0
naive_train70_eval25,exp1,25,70,naive,,46.0
foolish_train70_eval25,exp1,25,70,foolish,,57.0
EWC_train70_eval25,exp1,25,70,EWC,0.4,52.5
naive_train71_eval25,exp1,25,71,naive,,44.5
foolish_train71_eval25,exp1,25,71,foolish,,48.0
EWC_train71_eval25,exp1,25,71,EWC,0.4,51.5
naive_train72_eval25,exp1,25,72,naive,,51.5
foolish_train72_eval25,exp1,25,72,foolish,,47.5
EWC_train72_eval25,exp1,25,72,EWC,0.4,51.5
naive_train73_eval25,exp1,25,73,naive,,52.5
foolish_train73_eval25,exp1,25,73,foolish,,65.5
EWC_train73_eval25,exp1,25,73,EWC,0.4,52.0
naive_train74_eval25,exp1,25,74,naive,,54.0
foolish_train74_eval25,exp1,25,74,foolish,,48.5
EWC_train74_eval25,exp1,25,74,EWC,0.4,53.0
naive_train75_eval25,exp1,25,75,naive,,56.5
foolish_train75_eval25,exp1,25,75,foolish,,60.5
EWC_train75_eval25,exp1,25,75,EWC,0.4,53.5
naive_train76_eval25,exp1,25,76,naive,,46.5
foolish_train76_eval25,exp1,25,76,foolish,,50.0
EWC_train76_eval25,exp1,25,76,EWC,0.4,51.0
naive_train77_eval25,exp1,25,77,naive,,47.0
foolish_train77_eval25,exp1,25,77,foolish,,45.5
EWC_train77_eval25,exp1,25,77,EWC,0.4,47.5
naive_train78_eval25,exp1,25,78,naive,,48.5
foolish_train78_eval25,exp1,25,78,foolish,,48.5
EWC_train78_eval25,exp1,25,78,EWC,0.4,51.0
naive_train79_eval25,exp1,25,79,naive,,61.0
foolish_train79_eval25,exp1,25,79,foolish,,61.5
EWC_train79_eval25,exp1,25,79,EWC,0.4,53.0
naive_train80_eval25,exp1,25,80,naive,,61.5
foolish_train80_eval25,exp1,25,80,foolish,,57.0
EWC_train80_eval25,exp1,25,80,EWC,0.4,52.5
naive_train81_eval25,exp1,25,81,naive,,51.5
foolish_train81_eval25,exp1,25,81,foolish,,43.5
EWC_train81_eval25,exp1,25,81,EWC,0.4,52.0
naive_train82_eval25,exp1,25,82,naive,,50.0
foolish_train82_eval25,exp1,25,82,foolish,,55.0
EWC_train82_eval25,exp1,25,82,EWC,0.4,51.5
naive_train83_eval25,exp1,25,83,naive,,37.0
foolish_train83_eval25,exp1,25,83,foolish,,42.5
EWC_train83_eval25,exp1,25,83,EWC,0.4,49.0
naive_train84_eval25,exp1,25,84,naive,,43.0
foolish_train84_eval25,exp1,25,84,foolish,,50.5
EWC_train84_eval25,exp1,25,84,EWC,0.4,50.0
naive_train85_eval25,exp1,25,85,naive,,58.0
foolish_train85_eval25,exp1,25,85,foolish,,51.0
EWC_train85_eval25,exp1,25,85,EWC,0.4,52.0
naive_train86_eval25,exp1,25,86,naive,,52.5
foolish_train86_eval25,exp1,25,86,foolish,,52.0
EWC_train86_eval25,exp1,25,86,EWC,0.4,52.0
naive_train87_eval25,exp1,25,87,naive,,51.0
foolish_train87_eval25,exp1,25,87,foolish,,51.0
EWC_train87_eval25,exp1,25,87,EWC,0.4,48.5
naive_train88_eval25,exp1,25,88,naive,,48.0
foolish_train88_eval25,exp1,25,88,foolish,,47.0
EWC_train88_eval25,exp1,25,88,EWC,0.4,50.5
naive_train89_eval25,exp1,25,89,naive,,55.5
