,exp_name,task_number,task_trained_on,model,lambda,accuracy
EWC_train71_eval69,exp1,69,71,EWC,0.4,60.0
naive_train72_eval69,exp1,69,72,naive,,31.5
foolish_train72_eval69,exp1,69,72,foolish,,27.5
EWC_train72_eval69,exp1,69,72,EWC,0.4,57.0
naive_train73_eval69,exp1,69,73,naive,,10.0
foolish_train73_eval69,exp1,69,73,foolish,,32.0
EWC_train73_eval69,exp1,69,73,EWC,0.4,61.0
naive_train74_eval69,exp1,69,74,naive,,51.0
foolish_train74_eval69,exp1,69,74,foolish,,22.5
EWC_train74_eval69,exp1,69,74,EWC,0.4,57.0
naive_train75_eval69,exp1,69,75,naive,,33.0
foolish_train75_eval69,exp1,69,75,foolish,,65.5
EWC_train75_eval69,exp1,69,75,EWC,0.4,68.0
naive_train76_eval69,exp1,69,76,naive,,52.5
foolish_train76_eval69,exp1,69,76,foolish,,45.5
EWC_train76_eval69,exp1,69,76,EWC,0.4,52.0
naive_train77_eval69,exp1,69,77,naive,,51.0
foolish_train77_eval69,exp1,69,77,foolish,,49.0
EWC_train77_eval69,exp1,69,77,EWC,0.4,56.0
naive_train78_eval69,exp1,69,78,naive,,51.0
foolish_train78_eval69,exp1,69,78,foolish,,52.0
EWC_train78_eval69,exp1,69,78,EWC,0.4,57.0
naive_train79_eval69,exp1,69,79,naive,,63.0
foolish_train79_eval69,exp1,69,79,foolish,,51.0
EWC_train79_eval69,exp1,69,79,EWC,0.4,60.5
naive_train80_eval69,exp1,69,80,naive,,53.5
foolish_train80_eval69,exp1,69,80,foolish,,50.5
EWC_train80_eval69,exp1,69,80,EWC,0.4,60.0
naive_train81_eval69,exp1,69,81,naive,,18.5
foolish_train81_eval69,exp1,69,81,foolish,,15.5
EWC_train81_eval69,exp1,69,81,EWC,0.4,52.5
naive_train82_eval69,exp1,69,82,naive,,42.5
foolish_train82_eval69,exp1,69,82,foolish,,35.5
EWC_train82_eval69,exp1,69,82,EWC,0.4,60.5
naive_train83_eval69,exp1,69,83,naive,,57.5
foolish_train83_eval69,exp1,69,83,foolish,,42.5
EWC_train83_eval69,exp1,69,83,EWC,0.4,58.0
naive_train84_eval69,exp1,69,84,naive,,62.0
foolish_train84_eval69,exp1,69,84,foolish,,33.5
EWC_train84_eval69,exp1,69,84,EWC,0.4,57.0
naive_train85_eval69,exp1,69,85,naive,,27.5
foolish_train85_eval69,exp1,69,85,foolish,,64.0
EWC_train85_eval69,exp1,69,85,EWC,0.4,59.0
naive_train86_eval69,exp1,69,86,naive,,55.0
foolish_train86_eval69,exp1,69,86,foolish,,56.0
EWC_train86_eval69,exp1,69,86,EWC,0.4,60.5
naive_train87_eval69,exp1,69,87,naive,,61.0
foolish_train87_eval69,exp1,69,87,foolish,,61.0
EWC_train87_eval69,exp1,69,87,EWC,0.4,62.5
naive_train88_eval69,exp1,69,88,naive,,41.5
foolish_train88_eval69,exp1,69,88,foolish,,38.5
EWC_train88_eval69,exp1,69,88,EWC,0.4,51.0
naive_train89_eval69,exp1,69,89,naive,,36.0
foolish_train89_eval69,exp1,69,89,foolish,,54.0
EWC_train89_eval69,exp1,69,89,EWC,0.4,57.0
naive_train90_eval69,exp1,69,90,naive,,56.0
foolish_train90_eval69,exp1,69,90,foolish,,78.5
EWC_train90_eval69,exp1,69,90,EWC,0.4,62.5
naive_train91_eval69,exp1,69,91,naive,,43.5
foolish_train91_eval69,exp1,69,91,foolish,,49.5
EWC_train91_eval69,exp1,69,91,EWC,0.4,62.0
naive_train92_eval69,exp1,69,92,naive,,66.0
foolish_train92_eval69,exp1,69,92,foolish,,49.0
EWC_train92_eval69,exp1,69,92,EWC,0.4,61.5
naive_train93_eval69,exp1,69,93,naive,,40.5
foolish_train93_eval69,exp1,69,93,foolish,,49.0
EWC_train93_eval69,exp1,69,93,EWC,0.4,60.5
naive_train94_eval69,exp1,69,94,naive,,38.5
foolish_train94_eval69,exp1,69,94,foolish,,45.5
EWC_train94_eval69,exp1,69,94,EWC,0.4,52.5
naive_train95_eval69,exp1,69,95,naive,,44.5
foolish_train95_eval69,exp1,69,95,foolish,,45.5
EWC_train95_eval69,exp1,69,95,EWC,0.4,51.0
naive_train96_eval69,exp1,69,96,naive,,46.0
foolish_train96_eval69,exp1,69,96,foolish,,58.0
EWC_train96_eval69,exp1,69,96,EWC,0.4,58.0
naive_train97_eval69,exp1,69,97,naive,,30.5
foolish_train97_eval69,exp1,69,97,foolish,,26.0
EWC_train97_eval69,exp1,69,97,EWC,0.4,52.5
naive_train98_eval69,exp1,69,98,naive,,46.0
foolish_train98_eval69,exp1,69,98,foolish,,55.5
EWC_train98_eval69,exp1,69,98,EWC,0.4,57.0
naive_train99_eval69,exp1,69,99,naive,,47.5
foolish_train99_eval69,exp1,69,99,foolish,,38.5
EWC_train99_eval69,exp1,69,99,EWC,0.4,54.5
naive_train70_eval70,exp1,70,70,naive,,80.5
foolish_train70_eval70,exp1,70,70,foolish,,84.0
EWC_train70_eval70,exp1,70,70,EWC,0.4,58.5
naive_train71_eval70,exp1,70,71,naive,,17.5
foolish_train71_eval70,exp1,70,71,foolish,,28.0
EWC_train71_eval70,exp1,70,71,EWC,0.4,33.0
naive_train72_eval70,exp1,70,72,naive,,62.5
foolish_train72_eval70,exp1,70,72,foolish,,51.5
EWC_train72_eval70,exp1,70,72,EWC,0.4,45.5
naive_train73_eval70,exp1,70,73,naive,,75.0
foolish_train73_eval70,exp1,70,73,foolish,,58.5
EWC_train73_eval70,exp1,70,73,EWC,0.4,46.0
naive_train74_eval70,exp1,70,74,naive,,44.5
foolish_train74_eval70,exp1,70,74,foolish,,38.5
EWC_train74_eval70,exp1,70,74,EWC,0.4,40.0
naive_train75_eval70,exp1,70,75,naive,,73.0
foolish_train75_eval70,exp1,70,75,foolish,,63.0
EWC_train75_eval70,exp1,70,75,EWC,0.4,47.0
naive_train76_eval70,exp1,70,76,naive,,31.0
foolish_train76_eval70,exp1,70,76,foolish,,51.0
EWC_train76_eval70,exp1,70,76,EWC,0.4,40.5
naive_train77_eval70,exp1,70,77,naive,,24.0
foolish_train77_eval70,exp1,70,77,foolish,,28.0
EWC_train77_eval70,exp1,70,77,EWC,0.4,26.5
naive_train78_eval70,exp1,70,78,naive,,57.0
foolish_train78_eval70,exp1,70,78,foolish,,52.5
EWC_train78_eval70,exp1,70,78,EWC,0.4,41.5
naive_train79_eval70,exp1,70,79,naive,,46.0
foolish_train79_eval70,exp1,70,79,foolish,,51.5
EWC_train79_eval70,exp1,70,79,EWC,0.4,44.5
naive_train80_eval70,exp1,70,80,naive,,57.5
foolish_train80_eval70,exp1,70,80,foolish,,52.0
EWC_train80_eval70,exp1,70,80,EWC,0.4,41.0
naive_train81_eval70,exp1,70,81,naive,,60.0
foolish_train81_eval70,exp1,70,81,foolish,,68.0
EWC_train81_eval70,exp1,70,81,EWC,0.4,48.5
naive_train82_eval70,exp1,70,82,naive,,74.0
foolish_train82_eval70,exp1,70,82,foolish,,65.5
EWC_train82_eval70,exp1,70,82,EWC,0.4,37.5
naive_train83_eval70,exp1,70,83,naive,,29.0
foolish_train83_eval70,exp1,70,83,foolish,,34.5
EWC_train83_eval70,exp1,70,83,EWC,0.4,36.0
naive_train84_eval70,exp1,70,84,naive,,25.0
foolish_train84_eval70,exp1,70,84,foolish,,31.5
EWC_train84_eval70,exp1,70,84,EWC,0.4,37.5
naive_train85_eval70,exp1,70,85,naive,,74.5
foolish_train85_eval70,exp1,70,85,foolish,,70.5
EWC_train85_eval70,exp1,70,85,EWC,0.4,55.5
naive_train86_eval70,exp1,70,86,naive,,46.5
foolish_train86_eval70,exp1,70,86,foolish,,49.5
EWC_train86_eval70,exp1,70,86,EWC,0.4,38.0
naive_train87_eval70,exp1,70,87,naive,,75.0
foolish_train87_eval70,exp1,70,87,foolish,,74.5
EWC_train87_eval70,exp1,70,87,EWC,0.4,49.5
naive_train88_eval70,exp1,70,88,naive,,33.0
foolish_train88_eval70,exp1,70,88,foolish,,33.5
EWC_train88_eval70,exp1,70,88,EWC,0.4,38.5
naive_train89_eval70,exp1,70,89,naive,,46.5
foolish_train89_eval70,exp1,70,89,foolish,,47.5
EWC_train89_eval70,exp1,70,89,EWC,0.4,44.0
naive_train90_eval70,exp1,70,90,naive,,52.0
foolish_train90_eval70,exp1,70,90,foolish,,47.0
EWC_train90_eval70,exp1,70,90,EWC,0.4,43.0
naive_train91_eval70,exp1,70,91,naive,,49.0
foolish_train91_eval70,exp1,70,91,foolish,,43.0
EWC_train91_eval70,exp1,70,91,EWC,0.4,43.0
naive_train92_eval70,exp1,70,92,naive,,61.5
foolish_train92_eval70,exp1,70,92,foolish,,69.5
EWC_train92_eval70,exp1,70,92,EWC,0.4,46.5
naive_train93_eval70,exp1,70,93,naive,,64.5
foolish_train93_eval70,exp1,70,93,foolish,,63.5
EWC_train93_eval70,exp1,70,93,EWC,0.4,53.0
naive_train94_eval70,exp1,70,94,naive,,50.5
foolish_train94_eval70,exp1,70,94,foolish,,62.0
EWC_train94_eval70,exp1,70,94,EWC,0.4,45.5
naive_train95_eval70,exp1,70,95,naive,,30.5
foolish_train95_eval70,exp1,70,95,foolish,,28.0
EWC_train95_eval70,exp1,70,95,EWC,0.4,39.0
naive_train96_eval70,exp1,70,96,naive,,20.5
foolish_train96_eval70,exp1,70,96,foolish,,38.0
EWC_train96_eval70,exp1,70,96,EWC,0.4,34.5
naive_train97_eval70,exp1,70,97,naive,,61.0
foolish_train97_eval70,exp1,70,97,foolish,,71.5
EWC_train97_eval70,exp1,70,97,EWC,0.4,53.0
naive_train98_eval70,exp1,70,98,naive,,54.5
foolish_train98_eval70,exp1,70,98,foolish,,55.0
EWC_train98_eval70,exp1,70,98,EWC,0.4,44.5
naive_train99_eval70,exp1,70,99,naive,,44.5
foolish_train99_eval70,exp1,70,99,foolish,,42.0
EWC_train99_eval70,exp1,70,99,EWC,0.4,33.5
naive_train71_eval71,exp1,71,71,naive,,75.5
foolish_train71_eval71,exp1,71,71,foolish,,76.5
EWC_train71_eval71,exp1,71,71,EWC,0.4,55.5
naive_train72_eval71,exp1,71,72,naive,,36.5
foolish_train72_eval71,exp1,71,72,foolish,,38.0
EWC_train72_eval71,exp1,71,72,EWC,0.4,50.5
naive_train73_eval71,exp1,71,73,naive,,30.5
foolish_train73_eval71,exp1,71,73,foolish,,56.0
EWC_train73_eval71,exp1,71,73,EWC,0.4,50.5
naive_train74_eval71,exp1,71,74,naive,,57.5
foolish_train74_eval71,exp1,71,74,foolish,,52.5
EWC_train74_eval71,exp1,71,74,EWC,0.4,52.0
naive_train75_eval71,exp1,71,75,naive,,31.5
foolish_train75_eval71,exp1,71,75,foolish,,34.5
EWC_train75_eval71,exp1,71,75,EWC,0.4,52.0
naive_train76_eval71,exp1,71,76,naive,,65.0
foolish_train76_eval71,exp1,71,76,foolish,,50.5
EWC_train76_eval71,exp1,71,76,EWC,0.4,49.5
naive_train77_eval71,exp1,71,77,naive,,67.0
foolish_train77_eval71,exp1,71,77,foolish,,58.0
EWC_train77_eval71,exp1,71,77,EWC,0.4,57.5
naive_train78_eval71,exp1,71,78,naive,,60.5
foolish_train78_eval71,exp1,71,78,foolish,,59.5
EWC_train78_eval71,exp1,71,78,EWC,0.4,53.0
naive_train79_eval71,exp1,71,79,naive,,49.0
foolish_train79_eval71,exp1,71,79,foolish,,40.5
EWC_train79_eval71,exp1,71,79,EWC,0.4,52.5
naive_train80_eval71,exp1,71,80,naive,,41.0
foolish_train80_eval71,exp1,71,80,foolish,,36.5
EWC_train80_eval71,exp1,71,80,EWC,0.4,51.5
naive_train81_eval71,exp1,71,81,naive,,41.5
foolish_train81_eval71,exp1,71,81,foolish,,36.5
EWC_train81_eval71,exp1,71,81,EWC,0.4,51.0
naive_train82_eval71,exp1,71,82,naive,,41.5
foolish_train82_eval71,exp1,71,82,foolish,,55.5
EWC_train82_eval71,exp1,71,82,EWC,0.4,55.5
naive_train83_eval71,exp1,71,83,naive,,72.5
foolish_train83_eval71,exp1,71,83,foolish,,68.5
EWC_train83_eval71,exp1,71,83,EWC,0.4,53.0
naive_train84_eval71,exp1,71,84,naive,,70.0
foolish_train84_eval71,exp1,71,84,foolish,,63.5
EWC_train84_eval71,exp1,71,84,EWC,0.4,52.5
naive_train85_eval71,exp1,71,85,naive,,27.0
foolish_train85_eval71,exp1,71,85,foolish,,46.0
EWC_train85_eval71,exp1,71,85,EWC,0.4,45.0
naive_train86_eval71,exp1,71,86,naive,,54.0
foolish_train86_eval71,exp1,71,86,foolish,,55.0
EWC_train86_eval71,exp1,71,86,EWC,0.4,55.5
naive_train87_eval71,exp1,71,87,naive,,37.5
foolish_train87_eval71,exp1,71,87,foolish,,39.0
EWC_train87_eval71,exp1,71,87,EWC,0.4,52.5
naive_train88_eval71,exp1,71,88,naive,,59.5
foolish_train88_eval71,exp1,71,88,foolish,,54.5
EWC_train88_eval71,exp1,71,88,EWC,0.4,51.5
naive_train89_eval71,exp1,71,89,naive,,44.0
foolish_train89_eval71,exp1,71,89,foolish,,58.5
EWC_train89_eval71,exp1,71,89,EWC,0.4,52.0
naive_train90_eval71,exp1,71,90,naive,,34.5
foolish_train90_eval71,exp1,71,90,foolish,,53.0
EWC_train90_eval71,exp1,71,90,EWC,0.4,53.5
naive_train91_eval71,exp1,71,91,naive,,43.5
foolish_train91_eval71,exp1,71,91,foolish,,49.5
EWC_train91_eval71,exp1,71,91,EWC,0.4,52.0
naive_train92_eval71,exp1,71,92,naive,,53.5
foolish_train92_eval71,exp1,71,92,foolish,,45.0
EWC_train92_eval71,exp1,71,92,EWC,0.4,53.0
naive_train93_eval71,exp1,71,93,naive,,33.5
foolish_train93_eval71,exp1,71,93,foolish,,30.0
EWC_train93_eval71,exp1,71,93,EWC,0.4,47.0
naive_train94_eval71,exp1,71,94,naive,,41.0
foolish_train94_eval71,exp1,71,94,foolish,,45.0
EWC_train94_eval71,exp1,71,94,EWC,0.4,53.5
naive_train95_eval71,exp1,71,95,naive,,48.5
foolish_train95_eval71,exp1,71,95,foolish,,54.0
EWC_train95_eval71,exp1,71,95,EWC,0.4,52.5
naive_train96_eval71,exp1,71,96,naive,,62.0
foolish_train96_eval71,exp1,71,96,foolish,,73.0
EWC_train96_eval71,exp1,71,96,EWC,0.4,55.5
naive_train97_eval71,exp1,71,97,naive,,35.0
foolish_train97_eval71,exp1,71,97,foolish,,32.5
EWC_train97_eval71,exp1,71,97,EWC,0.4,44.0
naive_train98_eval71,exp1,71,98,naive,,60.0
foolish_train98_eval71,exp1,71,98,foolish,,62.5
EWC_train98_eval71,exp1,71,98,EWC,0.4,51.0
naive_train99_eval71,exp1,71,99,naive,,48.0
foolish_train99_eval71,exp1,71,99,foolish,,51.0
EWC_train99_eval71,exp1,71,99,EWC,0.4,51.5
naive_train72_eval72,exp1,72,72,naive,,83.0
foolish_train72_eval72,exp1,72,72,foolish,,93.5
EWC_train72_eval72,exp1,72,72,EWC,0.4,64.5
naive_train73_eval72,exp1,72,73,naive,,59.5
foolish_train73_eval72,exp1,72,73,foolish,,50.0
EWC_train73_eval72,exp1,72,73,EWC,0.4,52.5
naive_train74_eval72,exp1,72,74,naive,,49.0
foolish_train74_eval72,exp1,72,74,foolish,,61.5
EWC_train74_eval72,exp1,72,74,EWC,0.4,53.5
naive_train75_eval72,exp1,72,75,naive,,54.5
foolish_train75_eval72,exp1,72,75,foolish,,47.0
EWC_train75_eval72,exp1,72,75,EWC,0.4,55.0
naive_train76_eval72,exp1,72,76,naive,,53.5
foolish_train76_eval72,exp1,72,76,foolish,,56.0
EWC_train76_eval72,exp1,72,76,EWC,0.4,53.0
naive_train77_eval72,exp1,72,77,naive,,54.0
foolish_train77_eval72,exp1,72,77,foolish,,52.0
EWC_train77_eval72,exp1,72,77,EWC,0.4,53.0
naive_train78_eval72,exp1,72,78,naive,,49.5
foolish_train78_eval72,exp1,72,78,foolish,,37.0
EWC_train78_eval72,exp1,72,78,EWC,0.4,50.5
naive_train79_eval72,exp1,72,79,naive,,44.0
foolish_train79_eval72,exp1,72,79,foolish,,44.5
EWC_train79_eval72,exp1,72,79,EWC,0.4,52.5
naive_train80_eval72,exp1,72,80,naive,,42.5
foolish_train80_eval72,exp1,72,80,foolish,,51.0
EWC_train80_eval72,exp1,72,80,EWC,0.4,52.5
naive_train81_eval72,exp1,72,81,naive,,65.0
foolish_train81_eval72,exp1,72,81,foolish,,76.0
EWC_train81_eval72,exp1,72,81,EWC,0.4,56.5
naive_train82_eval72,exp1,72,82,naive,,39.5
foolish_train82_eval72,exp1,72,82,foolish,,53.0
EWC_train82_eval72,exp1,72,82,EWC,0.4,52.5
naive_train83_eval72,exp1,72,83,naive,,55.5
foolish_train83_eval72,exp1,72,83,foolish,,55.5
EWC_train83_eval72,exp1,72,83,EWC,0.4,52.0
naive_train84_eval72,exp1,72,84,naive,,50.0
foolish_train84_eval72,exp1,72,84,foolish,,34.5
EWC_train84_eval72,exp1,72,84,EWC,0.4,52.5
naive_train85_eval72,exp1,72,85,naive,,49.5
foolish_train85_eval72,exp1,72,85,foolish,,45.5
EWC_train85_eval72,exp1,72,85,EWC,0.4,56.5
naive_train86_eval72,exp1,72,86,naive,,48.0
foolish_train86_eval72,exp1,72,86,foolish,,35.0
EWC_train86_eval72,exp1,72,86,EWC,0.4,48.0
naive_train87_eval72,exp1,72,87,naive,,51.5
foolish_train87_eval72,exp1,72,87,foolish,,46.5
EWC_train87_eval72,exp1,72,87,EWC,0.4,49.0
naive_train88_eval72,exp1,72,88,naive,,54.5
foolish_train88_eval72,exp1,72,88,foolish,,55.5
EWC_train88_eval72,exp1,72,88,EWC,0.4,53.5
naive_train89_eval72,exp1,72,89,naive,,49.0
foolish_train89_eval72,exp1,72,89,foolish,,50.0
EWC_train89_eval72,exp1,72,89,EWC,0.4,52.5
naive_train90_eval72,exp1,72,90,naive,,40.0
foolish_train90_eval72,exp1,72,90,foolish,,27.5
EWC_train90_eval72,exp1,72,90,EWC,0.4,52.5
naive_train91_eval72,exp1,72,91,naive,,52.5
foolish_train91_eval72,exp1,72,91,foolish,,40.5
EWC_train91_eval72,exp1,72,91,EWC,0.4,53.0
naive_train92_eval72,exp1,72,92,naive,,44.0
foolish_train92_eval72,exp1,72,92,foolish,,43.5
EWC_train92_eval72,exp1,72,92,EWC,0.4,47.5
naive_train93_eval72,exp1,72,93,naive,,73.5
foolish_train93_eval72,exp1,72,93,foolish,,61.0
EWC_train93_eval72,exp1,72,93,EWC,0.4,59.0
naive_train94_eval72,exp1,72,94,naive,,61.5
foolish_train94_eval72,exp1,72,94,foolish,,56.0
EWC_train94_eval72,exp1,72,94,EWC,0.4,50.5
naive_train95_eval72,exp1,72,95,naive,,63.0
foolish_train95_eval72,exp1,72,95,foolish,,55.5
EWC_train95_eval72,exp1,72,95,EWC,0.4,52.5
naive_train96_eval72,exp1,72,96,naive,,52.0
foolish_train96_eval72,exp1,72,96,foolish,,35.5
EWC_train96_eval72,exp1,72,96,EWC,0.4,51.5
naive_train97_eval72,exp1,72,97,naive,,54.5
foolish_train97_eval72,exp1,72,97,foolish,,61.5
EWC_train97_eval72,exp1,72,97,EWC,0.4,58.5
naive_train98_eval72,exp1,72,98,naive,,52.0
foolish_train98_eval72,exp1,72,98,foolish,,48.5
EWC_train98_eval72,exp1,72,98,EWC,0.4,53.0
naive_train99_eval72,exp1,72,99,naive,,55.5
foolish_train99_eval72,exp1,72,99,foolish,,64.5
EWC_train99_eval72,exp1,72,99,EWC,0.4,54.5
naive_train73_eval73,exp1,73,73,naive,,61.0
foolish_train73_eval73,exp1,73,73,foolish,,76.0
EWC_train73_eval73,exp1,73,73,EWC,0.4,50.0
naive_train74_eval73,exp1,73,74,naive,,43.0
foolish_train74_eval73,exp1,73,74,foolish,,47.5
EWC_train74_eval73,exp1,73,74,EWC,0.4,47.5
naive_train75_eval73,exp1,73,75,naive,,43.0
foolish_train75_eval73,exp1,73,75,foolish,,53.0
EWC_train75_eval73,exp1,73,75,EWC,0.4,48.5
naive_train76_eval73,exp1,73,76,naive,,59.5
foolish_train76_eval73,exp1,73,76,foolish,,51.0
EWC_train76_eval73,exp1,73,76,EWC,0.4,51.0
naive_train77_eval73,exp1,73,77,naive,,58.5
foolish_train77_eval73,exp1,73,77,foolish,,55.0
EWC_train77_eval73,exp1,73,77,EWC,0.4,46.5
naive_train78_eval73,exp1,73,78,naive,,50.5
foolish_train78_eval73,exp1,73,78,foolish,,42.0
EWC_train78_eval73,exp1,73,78,EWC,0.4,49.0
naive_train79_eval73,exp1,73,79,naive,,45.0
foolish_train79_eval73,exp1,73,79,foolish,,59.0
EWC_train79_eval73,exp1,73,79,EWC,0.4,50.5
naive_train80_eval73,exp1,73,80,naive,,47.0
foolish_train80_eval73,exp1,73,80,foolish,,49.5
EWC_train80_eval73,exp1,73,80,EWC,0.4,48.5
naive_train81_eval73,exp1,73,81,naive,,50.5
foolish_train81_eval73,exp1,73,81,foolish,,42.0
EWC_train81_eval73,exp1,73,81,EWC,0.4,49.5
naive_train82_eval73,exp1,73,82,naive,,41.0
foolish_train82_eval73,exp1,73,82,foolish,,47.5
EWC_train82_eval73,exp1,73,82,EWC,0.4,47.5
naive_train83_eval73,exp1,73,83,naive,,52.5
foolish_train83_eval73,exp1,73,83,foolish,,59.0
EWC_train83_eval73,exp1,73,83,EWC,0.4,49.0
naive_train84_eval73,exp1,73,84,naive,,51.0
foolish_train84_eval73,exp1,73,84,foolish,,55.5
EWC_train84_eval73,exp1,73,84,EWC,0.4,47.0
naive_train85_eval73,exp1,73,85,naive,,56.5
foolish_train85_eval73,exp1,73,85,foolish,,46.5
EWC_train85_eval73,exp1,73,85,EWC,0.4,53.0
naive_train86_eval73,exp1,73,86,naive,,45.0
foolish_train86_eval73,exp1,73,86,foolish,,54.5
EWC_train86_eval73,exp1,73,86,EWC,0.4,50.5
naive_train87_eval73,exp1,73,87,naive,,38.0
foolish_train87_eval73,exp1,73,87,foolish,,42.0
EWC_train87_eval73,exp1,73,87,EWC,0.4,47.5
naive_train88_eval73,exp1,73,88,naive,,56.5
foolish_train88_eval73,exp1,73,88,foolish,,51.5
EWC_train88_eval73,exp1,73,88,EWC,0.4,50.0
naive_train89_eval73,exp1,73,89,naive,,59.0
foolish_train89_eval73,exp1,73,89,foolish,,50.5
EWC_train89_eval73,exp1,73,89,EWC,0.4,49.5
naive_train90_eval73,exp1,73,90,naive,,53.0
foolish_train90_eval73,exp1,73,90,foolish,,54.5
EWC_train90_eval73,exp1,73,90,EWC,0.4,51.0
naive_train91_eval73,exp1,73,91,naive,,58.5
foolish_train91_eval73,exp1,73,91,foolish,,59.0
EWC_train91_eval73,exp1,73,91,EWC,0.4,48.5
naive_train92_eval73,exp1,73,92,naive,,46.5
foolish_train92_eval73,exp1,73,92,foolish,,56.0
EWC_train92_eval73,exp1,73,92,EWC,0.4,50.0
naive_train93_eval73,exp1,73,93,naive,,66.0
foolish_train93_eval73,exp1,73,93,foolish,,60.0
EWC_train93_eval73,exp1,73,93,EWC,0.4,51.5
naive_train94_eval73,exp1,73,94,naive,,45.5
foolish_train94_eval73,exp1,73,94,foolish,,42.5
EWC_train94_eval73,exp1,73,94,EWC,0.4,48.0
naive_train95_eval73,exp1,73,95,naive,,59.0
foolish_train95_eval73,exp1,73,95,foolish,,52.5
EWC_train95_eval73,exp1,73,95,EWC,0.4,49.0
naive_train96_eval73,exp1,73,96,naive,,38.5
foolish_train96_eval73,exp1,73,96,foolish,,47.0
EWC_train96_eval73,exp1,73,96,EWC,0.4,48.0
naive_train97_eval73,exp1,73,97,naive,,58.0
foolish_train97_eval73,exp1,73,97,foolish,,62.5
EWC_train97_eval73,exp1,73,97,EWC,0.4,53.5
naive_train98_eval73,exp1,73,98,naive,,60.0
foolish_train98_eval73,exp1,73,98,foolish,,69.0
EWC_train98_eval73,exp1,73,98,EWC,0.4,49.0
naive_train99_eval73,exp1,73,99,naive,,54.0
foolish_train99_eval73,exp1,73,99,foolish,,55.0
EWC_train99_eval73,exp1,73,99,EWC,0.4,52.5
naive_train74_eval74,exp1,74,74,naive,,65.5
foolish_train74_eval74,exp1,74,74,foolish,,76.0
EWC_train74_eval74,exp1,74,74,EWC,0.4,56.5
naive_train75_eval74,exp1,74,75,naive,,51.0
foolish_train75_eval74,exp1,74,75,foolish,,50.5
EWC_train75_eval74,exp1,74,75,EWC,0.4,55.5
naive_train76_eval74,exp1,74,76,naive,,44.0
foolish_train76_eval74,exp1,74,76,foolish,,45.0
EWC_train76_eval74,exp1,74,76,EWC,0.4,54.0
naive_train77_eval74,exp1,74,77,naive,,43.5
foolish_train77_eval74,exp1,74,77,foolish,,53.0
EWC_train77_eval74,exp1,74,77,EWC,0.4,49.5
naive_train78_eval74,exp1,74,78,naive,,41.0
foolish_train78_eval74,exp1,74,78,foolish,,46.5
EWC_train78_eval74,exp1,74,78,EWC,0.4,53.0
naive_train79_eval74,exp1,74,79,naive,,50.5
foolish_train79_eval74,exp1,74,79,foolish,,51.5
EWC_train79_eval74,exp1,74,79,EWC,0.4,52.0
naive_train80_eval74,exp1,74,80,naive,,49.0
foolish_train80_eval74,exp1,74,80,foolish,,55.5
EWC_train80_eval74,exp1,74,80,EWC,0.4,53.5
naive_train81_eval74,exp1,74,81,naive,,53.5
foolish_train81_eval74,exp1,74,81,foolish,,46.0
EWC_train81_eval74,exp1,74,81,EWC,0.4,57.5
naive_train82_eval74,exp1,74,82,naive,,47.5
foolish_train82_eval74,exp1,74,82,foolish,,34.0
EWC_train82_eval74,exp1,74,82,EWC,0.4,53.0
naive_train83_eval74,exp1,74,83,naive,,51.0
foolish_train83_eval74,exp1,74,83,foolish,,47.0
EWC_train83_eval74,exp1,74,83,EWC,0.4,52.0
naive_train84_eval74,exp1,74,84,naive,,49.5
foolish_train84_eval74,exp1,74,84,foolish,,46.0
EWC_train84_eval74,exp1,74,84,EWC,0.4,53.0
naive_train85_eval74,exp1,74,85,naive,,61.5
foolish_train85_eval74,exp1,74,85,foolish,,51.5
EWC_train85_eval74,exp1,74,85,EWC,0.4,50.0
naive_train86_eval74,exp1,74,86,naive,,57.0
foolish_train86_eval74,exp1,74,86,foolish,,54.0
EWC_train86_eval74,exp1,74,86,EWC,0.4,48.5
naive_train87_eval74,exp1,74,87,naive,,47.5
foolish_train87_eval74,exp1,74,87,foolish,,47.0
EWC_train87_eval74,exp1,74,87,EWC,0.4,49.5
naive_train88_eval74,exp1,74,88,naive,,38.0
foolish_train88_eval74,exp1,74,88,foolish,,44.5
EWC_train88_eval74,exp1,74,88,EWC,0.4,55.0
naive_train89_eval74,exp1,74,89,naive,,43.5
foolish_train89_eval74,exp1,74,89,foolish,,37.5
EWC_train89_eval74,exp1,74,89,EWC,0.4,55.0
naive_train90_eval74,exp1,74,90,naive,,49.5
foolish_train90_eval74,exp1,74,90,foolish,,51.0
EWC_train90_eval74,exp1,74,90,EWC,0.4,56.0
naive_train91_eval74,exp1,74,91,naive,,48.0
foolish_train91_eval74,exp1,74,91,foolish,,48.5
EWC_train91_eval74,exp1,74,91,EWC,0.4,55.0
naive_train92_eval74,exp1,74,92,naive,,60.5
foolish_train92_eval74,exp1,74,92,foolish,,55.0
EWC_train92_eval74,exp1,74,92,EWC,0.4,53.0
naive_train93_eval74,exp1,74,93,naive,,36.0
foolish_train93_eval74,exp1,74,93,foolish,,49.5
EWC_train93_eval74,exp1,74,93,EWC,0.4,53.5
naive_train94_eval74,exp1,74,94,naive,,45.5
foolish_train94_eval74,exp1,74,94,foolish,,51.5
EWC_train94_eval74,exp1,74,94,EWC,0.4,51.5
naive_train95_eval74,exp1,74,95,naive,,31.5
foolish_train95_eval74,exp1,74,95,foolish,,42.0
EWC_train95_eval74,exp1,74,95,EWC,0.4,54.0
